case_id,chain,target_k,treatment,integer_buses,pool_fleet_bound,fleet_proven_in_pool,individual_route_replay,mip_source_path,mip_sha256,cg_minutes,cg_certified,weighted_lp_objective,cg_source_path,cg_sha256,snapshot_sha256
c2_k15,2,15,original,17,15.000000000000021,False,True,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c2_k15/mip_base/135625_r0/result.json,1087425363e02e1d2f5054c37131e176cf315bf2a3470ea834466bf4bec16d35,259.6934106076175,True,1500618.95154294,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c2_k15/base/135623_r0/cg.json,5be8ec670c62fc03224ff22cb10cc4de50c208d97f5a29c8aecdd940dc94bae6,167a7198a772d21580b9384d290741bd6d343f2649399c9a61c70ff60d314757
c2_k15,2,15,c200,19,15.000000000000018,False,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c2_k15_c200_mip/mip_result.json,22ca1ff0bd2e4b3afa0ccd9b540543e93d58b18421b12be97adcf2780b7217ad,434.954510323517,True,1500618.9515429502,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c2_k15_c200/cg.json,cb48b72c23d29d0b50ecaefe9a32557fe0a657332468d8218d2c8de5dd5bd6ca,167a7198a772d21580b9384d290741bd6d343f2649399c9a61c70ff60d314757
c2_k15,2,15,complementary,19,15.000000000000016,False,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c2_k15_complementary_mip/mip_result.json,fd3071a8781dff3e7f575fa7ab4f1850d56f8e12de4c232864dc29a925a83eeb,284.828815720176,True,1500618.951544022,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c2_k15_complementary/cg.json,ed669e81be81d256ad58e9dda20c886c4a5f03b51f25b7adf00baaa81ba3f883,167a7198a772d21580b9384d290741bd6d343f2649399c9a61c70ff60d314757
c3_k08,3,8,original,9,8.000000000000004,False,True,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c3_k08/mip_base/135635_r0/result.json,1d4936bec7def830d91a25a20f8f460fdb8f66ffd383e6a68463bd8a6f584ffc,13.277519489316425,True,800212.6874725271,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c3_k08/base/135633_r0/cg.json,9e8376a2835c071c76011325de652348eda5bf3937a3faad03d9bb7544e78082,167a7198a772d21580b9384d290741bd6d343f2649399c9a61c70ff60d314757
c3_k08,3,8,c200,8,8.0,True,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c3_k08_c200_mip/mip_result.json,b2a8c2668d0947d809783607ea62f01a27679e4b1de1bdacb7dd3689aef7e030,25.359503960803462,True,800212.6874707585,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c3_k08_c200/cg.json,1e31a90222023aea6c0b6a82c7279102d56d69f679bc0d83ba30ef4526fab57a,167a7198a772d21580b9384d290741bd6d343f2649399c9a61c70ff60d314757
c3_k08,3,8,complementary,8,8.0,True,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c3_k08_complementary_mip/mip_result.json,e6dbfe6a7b080fae0d139bd1a8c85d27d545e09aadae59d68f30ccc8d39ff4cb,23.477086025686003,True,800212.6874705985,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c3_k08_complementary/cg.json,dd700ce62a972179e6a37d9e37d5ab1e4ba2fafda572d5d59e7a0852a3b95902,167a7198a772d21580b9384d290741bd6d343f2649399c9a61c70ff60d314757
c3_k10,3,10,original,11,10.000000000000009,False,True,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c3_k10/mip_base/135640_r0/result.json,ee6121c87d6b4686a28961f383e6dd14ca5636c90c254c186e1ab9be4d40d235,30.026636184220358,True,1000316.8231857817,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c3_k10/base/135638_r0/cg.json,22e80c1f3e6b024a22e8d16b00f9d4ab57e363c3fe2f90e525f47f4688d125ea,167a7198a772d21580b9384d290741bd6d343f2649399c9a61c70ff60d314757
c3_k10,3,10,c200,11,10.00000000000004,False,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c3_k10_c200_mip/mip_result.json,7e3fc684b69b1aff6a61c76efb1765c8b2acb6c17c7fba6fe642c0ca2a4245de,49.93566421029391,True,1000316.8231857865,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c3_k10_c200/cg.json,74b55d88739a4b9865eeafb5af621762accb2bb07b4436c38150fb8fa79246de,167a7198a772d21580b9384d290741bd6d343f2649399c9a61c70ff60d314757
c3_k10,3,10,complementary,11,10.000000000000005,False,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c3_k10_complementary_mip/mip_result.json,2e70b56fdbe21e51554fb0530d511d3850ce0938c3ebf72a041e400dd495f988,41.045342944283036,True,1000316.8231857796,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c3_k10_complementary/cg.json,5a1d1b3ef1bdf1059ffb2ec3e52a51481cfbffa20ab8f0e5f4eb303a72810c4c,167a7198a772d21580b9384d290741bd6d343f2649399c9a61c70ff60d314757
c3_k15,3,15,original,18,15.000000000000052,False,True,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c3_k15/mip_base/135645_r0/result.json,484d0a9dbf511eac2aa144de6271fbdf0ca0ab1e789a1385c0712dc2f04d38f1,76.69281622530349,True,1500507.4203245102,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c3_k15/base/135643_r0/cg.json,ee81a8b2d5215e8c00dcd88739426365d78ea6fd724f0b6f22ac132e2ce662eb,167a7198a772d21580b9384d290741bd6d343f2649399c9a61c70ff60d314757
c3_k15,3,15,c200,17,15.00000000000003,False,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c3_k15_c200_mip/mip_result.json,29956831320b84fc72d9b8487c615fa3ee79aa2ccc389ac1db6072b85aeb232c,132.12717247126858,True,1500507.4203255128,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c3_k15_c200/cg.json,3f6b70568cb58dbe87c54053b1ff7aa457c7f08a80d41b3b82d1d19a052310b6,167a7198a772d21580b9384d290741bd6d343f2649399c9a61c70ff60d314757
c3_k15,3,15,complementary,17,15.000000000000018,False,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c3_k15_complementary_mip/mip_result.json,abbbaadce3f00b929ceb7da1ed73de9cf8220285f8351df2aebd19477f47f1de,102.0881671813627,True,1500507.420324497,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c3_k15_complementary/cg.json,104d400e4e463a609c030ea584dbd0678a4729762b1ed54a1e75c0e29f48b427,167a7198a772d21580b9384d290741bd6d343f2649399c9a61c70ff60d314757
c4_k08,4,8,original,9,9.0,True,True,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c4_k08/mip_base/135655_r0/result.json,7d5fdb4e6a73f4b6dbb6df9aace22ea50f60d30e96c25cdc518547c7df7da0be,47.293512854154685,True,800359.8182244832,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c4_k08/base/135653_r0/cg.json,6d64febeeb1d25cc7245e38133c17ea696b76b4419f385d4219f3a17e5a63d4c,167a7198a772d21580b9384d290741bd6d343f2649399c9a61c70ff60d314757
c4_k08,4,8,c200,9,8.00000000000002,False,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c4_k08_c200_mip/mip_result.json,5d6bdc56b0cf6120e06f527e58415b435fce7f996f44de1413735845e21d19ba,152.3548412405226,True,800359.818224486,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c4_k08_c200/cg.json,a2f729dc2111a1c1538e8bec5eba8d24b7d6e0a36b3f5c410b82b9f221544cec,167a7198a772d21580b9384d290741bd6d343f2649399c9a61c70ff60d314757
c4_k08,4,8,complementary,9,8.000000000000075,False,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c4_k08_complementary_mip/mip_result.json,3fc1de8b3ff6993f187611d8d0e6430176e37450473cd530f77db922c63faba7,91.13751375857973,True,800359.8182244834,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c4_k08_complementary/cg.json,446dfb2cb4d6554fbf238bbfe8937d89cef126e1b532b0b45d90c9831191d9ab,167a7198a772d21580b9384d290741bd6d343f2649399c9a61c70ff60d314757
c4_k10,4,10,original,11,10.000000000000712,False,True,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c4_k10/mip_base/135660_r0/result.json,d79480c0e2c528400876c257d7001d5d7b9fbc5c321270c5f75b5bc125f0ae05,59.40527100576243,True,1000426.2710758037,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c4_k10/base/135658_r0/cg.json,fa9b3f9f5415b964c8093a418640e02f84829b4381d5b92bb57e8fbacff4d43c,167a7198a772d21580b9384d290741bd6d343f2649399c9a61c70ff60d314757
c4_k10,4,10,c200,12,10.000000000000032,False,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c4_k10_c200_mip/mip_result.json,20aca59ebfd25a0557456de45a829b3f3dacd483164bab888878fc0e05694e48,146.74605697852869,True,1000426.271075799,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c4_k10_c200/cg.json,67823c15a8a1702b40a1544fdfff83f6d73fb8e9ed2a887c246e50df80a729ca,167a7198a772d21580b9384d290741bd6d343f2649399c9a61c70ff60d314757
c4_k10,4,10,complementary,11,10.000000000000005,False,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c4_k10_complementary_mip/mip_result.json,e53cf2dd80df2cd9236c6707aa4fc90574b0e915cbc920edce89892c61e58471,104.56210327319567,True,1000426.2710757913,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c4_k10_complementary/cg.json,4262babbc7e22ed2e01d2dbd5e32112c9f7eca11422356df2bd2765930a722c9,167a7198a772d21580b9384d290741bd6d343f2649399c9a61c70ff60d314757
c4_k15,4,15,original,19,15.000000000000068,False,True,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c4_k15/mip_base/135665_r0/result.json,f77709fc8398f3376db753c3028fdef8f5dae6c7ca6aa71af89a3601de0c2ba7,246.4985810852532,True,1500637.928983817,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c4_k15/base/135663_r0/cg.json,92ff859870255f0704d5093b800bed23b51e86958183a169a6820dc4bf567f04,167a7198a772d21580b9384d290741bd6d343f2649399c9a61c70ff60d314757
c4_k15,4,15,c200,20,15.000000000000188,False,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c4_k15_c200_mip/mip_result.json,3600f2188d16122fd672bd5c4b5cc4d8ff86c88ddedd85b8b1aa8b1edc413cf7,434.2782701109187,True,1500637.9289838346,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c4_k15_c200/cg.json,d8db8bf8c941c5e2776d068c5c8a09dd7716f87cc28aea0893157a29388cd7b6,167a7198a772d21580b9384d290741bd6d343f2649399c9a61c70ff60d314757
c4_k15,4,15,complementary,19,15.000000000000064,False,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c4_k15_complementary_mip/mip_result.json,bbb94d91862b75e2635573800dd53307c558dfbaa73c8360e31c07233dbe1967,253.68831138468812,True,1500637.9289838227,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c4_k15_complementary/cg.json,537ca479a7f78b2a3974d1bf452a764a00b02a455053502a0a12cfa403b203bf,167a7198a772d21580b9384d290741bd6d343f2649399c9a61c70ff60d314757
c5_k05,5,5,original,6,6.0,True,True,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c5_k05/mip_base/135671_r0/result.json,ab66ed3b0f6e5a10951ae34a8a93f48c81e7c826dd64ebeac4b4cbb0aef61926,8.019314299353088,True,500276.1920000015,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c5_k05/base/135669_r0/cg.json,7e351b9b2e90974fc45826f9a9e88273303fda853a308b28f34944beaee8d7c2,167a7198a772d21580b9384d290741bd6d343f2649399c9a61c70ff60d314757
c5_k05,5,5,c200,6,6.0,True,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c5_k05_c200_mip/mip_result.json,54ce05bcbcfb60aaa56e3b608e9af846d7758ddcfa4a10452965be650e3ca002,26.05879437351444,True,500276.19200000056,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c5_k05_c200/cg.json,26657798eaa2b62721fb008dd221cdf9a81b357258aab7a8077829b9d2e872eb,167a7198a772d21580b9384d290741bd6d343f2649399c9a61c70ff60d314757
c5_k05,5,5,complementary,5,5.0,True,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c5_k05_complementary_mip/mip_result.json,1712b89818e0f2786a43e962ba76aaee00d32b6cc4b4542152a8da5ae568deec,21.049474401430537,True,500276.1920000029,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c5_k05_complementary/cg.json,545dae043536e3565c590c35c55384059d16817aa11db819850ae62df61f6a65,167a7198a772d21580b9384d290741bd6d343f2649399c9a61c70ff60d314757
c5_k08,5,8,original,9,9.0,True,True,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c5_k08/mip_base/135677_r0/result.json,7e0c12ec4fd898f5038f10ca06e6d320e32b3e5c109e465a252a158bd0e66910,25.948461752089983,True,800431.7722696166,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c5_k08/base/135675_r0/cg.json,364c6a6505bf510678634a2922b51a8185febbbbf276e7e1e7d755db04cd9e2f,167a7198a772d21580b9384d290741bd6d343f2649399c9a61c70ff60d314757
c5_k08,5,8,c200,9,8.000000000000021,False,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c5_k08_c200_mip/mip_result.json,bd0de29637ea83ffa866d8b9b74cc3d80a1fed32446a9c5e69fa2a2f9a6468c7,59.92156344679339,True,800431.7722696146,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c5_k08_c200/cg.json,86217aaefc523a92e98c56be7c0c421f33a592e09871d007c41a556e490e33fd,167a7198a772d21580b9384d290741bd6d343f2649399c9a61c70ff60d314757
c5_k08,5,8,complementary,9,9.0,True,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c5_k08_complementary_mip/mip_result.json,b7d7e4b129cd13ef5576e62ac20067632c4d19da53d6fed1e4a1e15973377d93,38.11946115841468,True,800431.7722696164,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c5_k08_complementary/cg.json,ca30019e54a452ec4b15cfdc824239b2068786abf8f5cdf7613d6d7c83436251,167a7198a772d21580b9384d290741bd6d343f2649399c9a61c70ff60d314757
c5_k10,5,10,original,11,10.00000000000002,False,True,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c5_k10/mip_base/135682_r0/result.json,db16ef1735444a8c6cc8da16d5f8a2bd884b302a0fce13abd27e6a931547acdf,33.47974148831175,True,1000456.3339241291,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c5_k10/base/135680_r0/cg.json,4795bf7b04a776533055d1c9359631eda385e96af76fb3a76cca08b6467260ee,167a7198a772d21580b9384d290741bd6d343f2649399c9a61c70ff60d314757
c5_k10,5,10,c200,11,10.000000000000036,False,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c5_k10_c200_mip/mip_result.json,c6c828b15599e46f16490e4616b6ad53085fe6b50c7f5d19f9fd6f0f9b01a49e,90.1034819410881,True,1000456.3339241381,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c5_k10_c200/cg.json,8e44f44c95c409d1f6173630f5b07fd9bfe29ae6ed11d07be79ebb8f38c5a718,167a7198a772d21580b9384d290741bd6d343f2649399c9a61c70ff60d314757
c5_k10,5,10,complementary,11,10.000000000000012,False,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c5_k10_complementary_mip/mip_result.json,3896d6b57b230292e23939def889f19fe0092ae71735865f160682f4c5bb8c93,70.64423720898728,True,1000456.3339241376,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c5_k10_complementary/cg.json,22f1eb659b1369da2dca07805b8c48b74c46ff6e0c6f13ee8aca06c1ece27e9b,167a7198a772d21580b9384d290741bd6d343f2649399c9a61c70ff60d314757
c5_k15,5,15,original,16,15.0000000000001,False,True,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c5_k15/mip_base/135687_r0/result.json,5d205a87cbc701a70b282578f901adb299315a0d1fed0c9cb973755ec6474d20,164.37896558979992,True,1500669.1594586938,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c5_k15/base/135685_r0/cg.json,c2cc709f60bdb18f5e5fd02ee66632550791b3f9cb0f7f512f2fede8e14c25ae,167a7198a772d21580b9384d290741bd6d343f2649399c9a61c70ff60d314757
c5_k15,5,15,c200,17,15.000000000000208,False,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c5_k15_c200_mip/mip_result.json,14fb09c81eb31e04e025a7ad4aae233b9d23f1870db5194b18bc619181b16c78,375.772711963905,True,1500669.1594587285,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c5_k15_c200/cg.json,52c2b2b3ea6332cf81e023cd4dd7ffc1dfac82e0fd094bd21aef45626dac53c0,167a7198a772d21580b9384d290741bd6d343f2649399c9a61c70ff60d314757
c5_k15,5,15,complementary,17,15.000000000000039,False,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c5_k15_complementary_mip/mip_result.json,78a6fd348bb970c3d5d3e95f468fc1f17a1543b37e8f2f66ea15f2e5dba204d2,222.32625599408055,True,1500669.15945867,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c5_k15_complementary/cg.json,fa2aacba1dffaca8d40e296b60cdfee14d9f60226112d7018db707d3c49cd54a,167a7198a772d21580b9384d290741bd6d343f2649399c9a61c70ff60d314757
c6_k10,6,10,original,11,10.000000000000018,False,True,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c6_k10/mip_base/135703_r0/result.json,8a312f1c7c75342a84de16915c731e92496c9e796b7155779219cfb39cc9fe9d,27.156949346962694,True,1000377.8715555579,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c6_k10/base/135701_r0/cg.json,c4157d441b3fd00c90a491710d3855d0b648bfc58d507fb0c067c6fcb7dd922d,167a7198a772d21580b9384d290741bd6d343f2649399c9a61c70ff60d314757
c6_k10,6,10,c200,11,10.000000000000004,False,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c6_k10_c200_mip/mip_result.json,3c544f48e2a465e5be80137c39d5442fce1abbfcf93705d17ec77553e4e7aed1,63.93855993358884,True,1000377.8715555549,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c6_k10_c200/cg.json,b3717e129b6a491d7d2cec062ae9ddf13e738a608d1855d9bdaf101da7cef4b5,167a7198a772d21580b9384d290741bd6d343f2649399c9a61c70ff60d314757
c6_k10,6,10,complementary,12,10.000000000000023,False,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c6_k10_complementary_mip/mip_result.json,b94153c8f45d6b9a6c34cf93f789c9f16c7fdba0c1ab73f1a5598e68e8f849af,40.053025583278696,True,1000377.8715555543,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c6_k10_complementary/cg.json,c4b34479a5720b99150a0f786f391be68da4b8bde7b7caf810fa8f3a05356bb8,167a7198a772d21580b9384d290741bd6d343f2649399c9a61c70ff60d314757
